,Amagervaerket 4,Anholt,Avedoerevaerket 1,Avedoerevaerket 2,DK_KF_AB_GU,Esbjergvaerket 3,Fynsvaerket 7,Horns Rev A,Horns Rev B,Horns Rev C,Kyndbyvaerket 21,Kyndbyvaerket 22,Nordjyllandsvaerket 3,Roedsand 1,Roedsand 2,Silkeborgvaerket,Skaerbaekvaerket 3,Solar Park Gedmosen,Solar Park Holsted,Solar Park Kassoe,Studstrupvaerket 3,Studstrupvaerket 4,Vesterhav Nord,Vesterhav Syd
,Biomass,Wind Offshore,Biomass,Biomass,Wind Offshore,Fossil Hard coal,Fossil Hard coal,Wind Offshore,Wind Offshore,Wind Offshore,Fossil Oil,Fossil Oil,Fossil Hard coal,Wind Offshore,Wind Offshore,Fossil Gas,Biomass,Solar,Solar,Solar,Biomass,Fossil Hard coal,Wind Offshore,Wind Offshore
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
,45W000000000113T,45W000000000046I,45W000000000029I,45W000000000030X,45W000000000126K,45W000000000040U,45W000000000035N,45W000000000047G,45W000000000048E,45W000000000116N,45W000000000026O,45W000000000027M,45W000000000038H,45W000000000044M,45W000000000045K,45W000000000099Y,45W000000000031V,45W000000000210V,45W000000000214N,45W000000000209G,45W000000000036L,45W000000000037J,45W000000000208I,45W000000000207K
2025-04-11 09:30:00+02:00,0.0,375.0,220.0,3.0,322.0,0.0,0.0,62.0,165.0,376.0,0.0,0.0,4.0,92.0,117.0,0.0,0.0,16.0,19.0,62.0,0.0,1.0,172.0,170.0
2025-04-11 09:45:00+02:00,0.0,364.0,221.0,3.0,256.0,0.0,0.0,71.0,166.0,359.0,0.0,0.0,4.0,74.0,99.0,0.0,0.0,19.0,17.0,105.0,0.0,1.0,174.0,170.0
2025-04-11 10:00:00+02:00,0.0,342.0,220.0,3.0,202.0,0.0,0.0,70.0,146.0,343.0,0.0,0.0,3.0,64.0,90.0,0.0,0.0,20.0,16.0,135.0,0.0,1.0,176.0,170.0
2025-04-11 10:15:00+02:00,0.0,326.0,225.0,3.0,177.0,0.0,0.0,51.0,152.0,346.0,0.0,0.0,3.0,71.0,103.0,0.0,0.0,22.0,16.0,152.0,0.0,1.0,176.0,170.0
2025-04-11 10:30:00+02:00,0.0,317.0,195.0,3.0,182.0,0.0,0.0,48.0,170.0,364.0,0.0,0.0,3.0,84.0,108.0,0.0,0.0,24.0,16.0,154.0,0.0,1.0,175.0,168.0
2025-04-11 10:45:00+02:00,0.0,312.0,175.0,3.0,202.0,0.0,0.0,46.0,162.0,340.0,0.0,0.0,4.0,100.0,119.0,0.0,0.0,25.0,18.0,117.0,0.0,1.0,158.0,146.0
2025-04-11 11:00:00+02:00,0.0,262.0,153.0,3.0,209.0,0.0,0.0,46.0,130.0,320.0,0.0,0.0,4.0,98.0,128.0,0.0,0.0,31.0,1.0,15.0,0.0,1.0,126.0,147.0
2025-04-11 11:15:00+02:00,0.0,214.0,137.0,3.0,202.0,0.0,0.0,44.0,130.0,319.0,0.0,0.0,4.0,94.0,112.0,0.0,0.0,54.0,0.0,10.0,0.0,1.0,151.0,137.0
2025-04-11 11:30:00+02:00,0.0,246.0,118.0,3.0,197.0,0.0,0.0,38.0,118.0,300.0,0.0,0.0,4.0,101.0,103.0,0.0,0.0,71.0,0.0,10.0,0.0,1.0,144.0,120.0
2025-04-11 11:45:00+02:00,0.0,132.0,89.0,3.0,184.0,0.0,0.0,32.0,89.0,263.0,0.0,0.0,4.0,94.0,96.0,0.0,0.0,105.0,0.0,10.0,0.0,1.0,108.0,133.0
2025-04-11 12:00:00+02:00,0.0,135.0,87.0,3.0,164.0,0.0,0.0,1.0,89.0,130.0,0.0,0.0,4.0,62.0,107.0,0.0,0.0,90.0,0.0,0.0,0.0,1.0,76.0,121.0
2025-04-11 12:15:00+02:00,0.0,110.0,96.0,3.0,151.0,0.0,0.0,1.0,83.0,130.0,0.0,0.0,4.0,4.0,110.0,0.0,0.0,71.0,0.0,0.0,0.0,1.0,30.0,67.0
2025-04-11 12:30:00+02:00,0.0,123.0,118.0,3.0,148.0,0.0,0.0,0.0,74.0,130.0,0.0,0.0,4.0,87.0,103.0,0.0,0.0,79.0,0.0,0.0,0.0,1.0,30.0,107.0
2025-04-11 12:45:00+02:00,0.0,106.0,112.0,3.0,144.0,0.0,0.0,0.0,50.0,130.0,0.0,0.0,3.0,73.0,102.0,0.0,0.0,82.0,0.0,0.0,0.0,1.0,21.0,73.0
2025-04-11 13:00:00+02:00,0.0,106.0,127.0,3.0,143.0,0.0,0.0,0.0,33.0,130.0,0.0,0.0,4.0,80.0,85.0,0.0,0.0,84.0,0.0,0.0,0.0,1.0,0.0,36.0
2025-04-11 13:15:00+02:00,0.0,124.0,128.0,3.0,149.0,0.0,0.0,0.0,50.0,130.0,0.0,0.0,4.0,87.0,82.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,20.0
2025-04-11 13:30:00+02:00,0.0,104.0,112.0,3.0,150.0,0.0,0.0,0.0,33.0,130.0,0.0,0.0,4.0,79.0,79.0,0.0,0.0,104.0,0.0,0.0,0.0,1.0,0.0,14.0
2025-04-11 13:45:00+02:00,0.0,105.0,116.0,3.0,147.0,0.0,0.0,0.0,45.0,130.0,0.0,0.0,4.0,74.0,90.0,0.0,0.0,83.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-04-11 14:00:00+02:00,0.0,155.0,107.0,3.0,140.0,0.0,0.0,0.0,4.0,129.0,0.0,0.0,4.0,73.0,111.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0
2025-04-11 14:15:00+02:00,0.0,124.0,93.0,3.0,143.0,0.0,0.0,0.0,1.0,103.0,0.0,0.0,3.0,105.0,121.0,0.0,0.0,0.0,36.0,0.0,0.0,1.0,0.0,0.0
2025-04-11 14:30:00+02:00,0.0,107.0,87.0,3.0,134.0,0.0,0.0,0.0,1.0,87.0,0.0,0.0,3.0,113.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-04-11 14:45:00+02:00,0.0,141.0,80.0,3.0,135.0,0.0,0.0,0.0,2.0,76.0,0.0,0.0,3.0,119.0,134.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-04-11 15:00:00+02:00,0.0,115.0,65.0,3.0,138.0,0.0,0.0,0.0,47.0,24.0,0.0,0.0,3.0,127.0,134.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,14.0
2025-04-11 15:15:00+02:00,0.0,118.0,55.0,3.0,118.0,0.0,0.0,0.0,73.0,3.0,0.0,0.0,3.0,131.0,120.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,0.0,68.0
2025-04-11 15:30:00+02:00,0.0,90.0,58.0,3.0,101.0,0.0,0.0,0.0,66.0,3.0,0.0,0.0,3.0,117.0,119.0,0.0,0.0,70.0,0.0,0.0,0.0,1.0,0.0,53.0
2025-04-11 15:45:00+02:00,0.0,103.0,81.0,3.0,90.0,0.0,0.0,0.0,92.0,3.0,0.0,0.0,3.0,116.0,112.0,0.0,0.0,56.0,0.0,0.0,0.0,1.0,22.0,25.0
2025-04-11 16:00:00+02:00,0.0,129.0,100.0,3.0,110.0,0.0,0.0,0.0,124.0,110.0,0.0,0.0,4.0,118.0,107.0,0.0,0.0,25.0,0.0,8.0,0.0,1.0,80.0,155.0
2025-04-11 16:15:00+02:00,0.0,133.0,99.0,3.0,117.0,0.0,0.0,0.0,126.0,130.0,0.0,0.0,3.0,109.0,116.0,0.0,0.0,22.0,0.0,10.0,0.0,1.0,67.0,111.0
2025-04-11 16:30:00+02:00,0.0,155.0,133.0,3.0,137.0,0.0,0.0,0.0,108.0,130.0,0.0,0.0,4.0,107.0,125.0,0.0,0.0,22.0,0.0,24.0,0.0,1.0,74.0,90.0
2025-04-11 16:45:00+02:00,0.0,192.0,172.0,3.0,126.0,0.0,0.0,0.0,105.0,130.0,0.0,0.0,4.0,126.0,123.0,0.0,0.0,18.0,0.0,10.0,0.0,1.0,85.0,106.0
2025-04-11 17:00:00+02:00,0.0,191.0,175.0,3.0,125.0,0.0,0.0,54.0,125.0,259.0,0.0,0.0,4.0,122.0,127.0,0.0,0.0,14.0,16.0,27.0,0.0,1.0,76.0,101.0
2025-04-11 17:15:00+02:00,0.0,166.0,189.0,3.0,147.0,0.0,0.0,78.0,121.0,289.0,0.0,0.0,4.0,127.0,125.0,0.0,0.0,17.0,12.0,19.0,0.0,1.0,83.0,91.0
2025-04-11 17:30:00+02:00,0.0,156.0,214.0,3.0,164.0,0.0,0.0,60.0,132.0,269.0,0.0,0.0,4.0,107.0,124.0,0.0,0.0,18.0,16.0,12.0,0.0,1.0,102.0,91.0
2025-04-11 17:45:00+02:00,0.0,179.0,226.0,3.0,183.0,0.0,0.0,70.0,123.0,248.0,0.0,0.0,4.0,85.0,130.0,0.0,0.0,15.0,9.0,10.0,0.0,1.0,112.0,84.0
2025-04-11 18:00:00+02:00,0.0,231.0,217.0,3.0,181.0,0.0,0.0,56.0,108.0,229.0,0.0,0.0,4.0,93.0,134.0,0.0,0.0,9.0,8.0,6.0,0.0,1.0,109.0,83.0
2025-04-11 18:15:00+02:00,0.0,268.0,204.0,3.0,184.0,0.0,0.0,61.0,113.0,203.0,0.0,0.0,3.0,98.0,138.0,0.0,0.0,7.0,7.0,4.0,0.0,1.0,103.0,79.0
2025-04-11 18:30:00+02:00,0.0,260.0,207.0,3.0,182.0,0.0,0.0,65.0,117.0,187.0,0.0,0.0,3.0,125.0,140.0,0.0,0.0,8.0,5.0,2.0,0.0,1.0,82.0,90.0
2025-04-11 18:45:00+02:00,0.0,259.0,198.0,3.0,158.0,0.0,0.0,70.0,106.0,204.0,0.0,0.0,4.0,113.0,138.0,0.0,0.0,5.0,6.0,0.0,0.0,1.0,75.0,115.0
2025-04-11 19:00:00+02:00,0.0,281.0,171.0,3.0,138.0,0.0,0.0,88.0,90.0,209.0,0.0,0.0,4.0,101.0,139.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,72.0,145.0
2025-04-11 19:15:00+02:00,0.0,324.0,173.0,3.0,131.0,0.0,0.0,87.0,71.0,188.0,0.0,0.0,3.0,110.0,141.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,79.0,86.0
2025-04-11 19:30:00+02:00,0.0,361.0,168.0,3.0,134.0,0.0,0.0,92.0,76.0,203.0,0.0,0.0,4.0,94.0,136.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,105.0,68.0
2025-04-11 19:45:00+02:00,0.0,378.0,166.0,3.0,149.0,0.0,0.0,90.0,105.0,223.0,0.0,0.0,3.0,88.0,126.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,116.0,81.0
2025-04-11 20:00:00+02:00,0.0,394.0,165.0,3.0,207.0,0.0,0.0,71.0,135.0,230.0,0.0,0.0,4.0,70.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,121.0,95.0
2025-04-11 20:15:00+02:00,0.0,399.0,173.0,3.0,283.0,0.0,0.0,66.0,134.0,234.0,0.0,0.0,4.0,97.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,138.0,110.0
2025-04-11 20:30:00+02:00,0.0,396.0,165.0,3.0,337.0,0.0,0.0,71.0,106.0,216.0,0.0,0.0,4.0,94.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,151.0,107.0
2025-04-11 20:45:00+02:00,0.0,397.0,141.0,3.0,389.0,0.0,0.0,77.0,87.0,184.0,0.0,0.0,4.0,125.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,154.0,111.0
2025-04-11 21:00:00+02:00,0.0,396.0,146.0,3.0,414.0,0.0,0.0,70.0,76.0,164.0,0.0,0.0,4.0,125.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,169.0,123.0
2025-04-11 21:15:00+02:00,0.0,383.0,169.0,3.0,243.0,0.0,0.0,51.0,86.0,190.0,0.0,0.0,4.0,128.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,162.0,142.0
2025-04-11 21:30:00+02:00,0.0,378.0,159.0,3.0,231.0,0.0,0.0,54.0,103.0,224.0,0.0,0.0,4.0,137.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,166.0,166.0
2025-04-11 21:45:00+02:00,0.0,388.0,154.0,2.0,498.0,0.0,0.0,63.0,101.0,243.0,0.0,0.0,4.0,133.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,167.0,170.0
2025-04-11 22:00:00+02:00,0.0,384.0,174.0,2.0,482.0,0.0,0.0,68.0,101.0,239.0,0.0,0.0,4.0,126.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,172.0,170.0
2025-04-11 22:15:00+02:00,0.0,382.0,189.0,3.0,487.0,0.0,0.0,66.0,108.0,279.0,0.0,0.0,4.0,123.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,170.0
2025-04-11 22:30:00+02:00,0.0,367.0,181.0,3.0,480.0,0.0,0.0,60.0,126.0,313.0,0.0,0.0,4.0,115.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,164.0,170.0
2025-04-11 22:45:00+02:00,0.0,350.0,160.0,3.0,433.0,0.0,0.0,72.0,168.0,333.0,0.0,0.0,4.0,108.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,167.0,170.0
2025-04-11 23:00:00+02:00,0.0,374.0,164.0,3.0,389.0,0.0,0.0,84.0,175.0,342.0,0.0,0.0,3.0,88.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,170.0
2025-04-11 23:15:00+02:00,0.0,387.0,145.0,3.0,350.0,0.0,0.0,81.0,168.0,340.0,0.0,0.0,4.0,80.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,170.0
2025-04-11 23:30:00+02:00,0.0,383.0,142.0,3.0,339.0,0.0,0.0,84.0,154.0,311.0,0.0,0.0,3.0,78.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,170.0
2025-04-11 23:45:00+02:00,0.0,364.0,162.0,3.0,340.0,0.0,0.0,75.0,133.0,278.0,0.0,0.0,4.0,74.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,170.0
2025-04-12 00:00:00+02:00,0.0,342.0,188.0,3.0,302.0,0.0,0.0,62.0,122.0,255.0,0.0,0.0,4.0,65.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,169.0
2025-04-12 00:15:00+02:00,0.0,316.0,191.0,3.0,287.0,0.0,0.0,51.0,125.0,268.0,0.0,0.0,4.0,51.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,164.0
2025-04-12 00:30:00+02:00,0.0,300.0,180.0,3.0,279.0,0.0,0.0,55.0,116.0,295.0,0.0,0.0,3.0,46.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,169.0
2025-04-12 00:45:00+02:00,0.0,310.0,198.0,3.0,255.0,0.0,0.0,70.0,110.0,312.0,0.0,0.0,4.0,51.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,170.0
2025-04-12 01:00:00+02:00,0.0,310.0,207.0,3.0,242.0,0.0,0.0,84.0,109.0,318.0,0.0,0.0,4.0,52.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,170.0
2025-04-12 01:15:00+02:00,0.0,329.0,208.0,3.0,223.0,0.0,0.0,92.0,109.0,328.0,0.0,0.0,4.0,59.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,170.0
2025-04-12 01:30:00+02:00,0.0,351.0,201.0,3.0,205.0,0.0,0.0,70.0,130.0,333.0,0.0,0.0,4.0,68.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,170.0
2025-04-12 01:45:00+02:00,0.0,345.0,192.0,3.0,226.0,0.0,0.0,44.0,142.0,349.0,0.0,0.0,4.0,67.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,170.0
2025-04-12 02:00:00+02:00,0.0,348.0,213.0,3.0,229.0,0.0,0.0,35.0,139.0,351.0,0.0,0.0,4.0,66.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,169.0
2025-04-12 02:15:00+02:00,0.0,359.0,194.0,3.0,193.0,0.0,0.0,24.0,129.0,336.0,0.0,0.0,4.0,72.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,171.0,165.0
2025-04-12 02:30:00+02:00,0.0,347.0,199.0,3.0,217.0,0.0,0.0,12.0,111.0,295.0,0.0,0.0,4.0,72.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,160.0,137.0
2025-04-12 02:45:00+02:00,0.0,324.0,198.0,3.0,201.0,0.0,0.0,4.0,89.0,256.0,0.0,0.0,4.0,70.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,97.0
2025-04-12 03:00:00+02:00,0.0,309.0,212.0,3.0,224.0,0.0,0.0,1.0,64.0,225.0,0.0,0.0,4.0,92.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,149.0,86.0
2025-04-12 03:15:00+02:00,0.0,318.0,211.0,3.0,192.0,0.0,0.0,1.0,45.0,196.0,0.0,0.0,4.0,76.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,162.0,69.0
2025-04-12 03:30:00+02:00,0.0,320.0,188.0,3.0,175.0,0.0,0.0,1.0,37.0,127.0,0.0,0.0,4.0,65.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,165.0,68.0
2025-04-12 03:45:00+02:00,0.0,326.0,184.0,3.0,186.0,0.0,0.0,1.0,23.0,93.0,0.0,0.0,4.0,58.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,155.0,76.0
2025-04-12 04:00:00+02:00,0.0,337.0,175.0,3.0,184.0,0.0,0.0,1.0,20.0,72.0,0.0,0.0,4.0,41.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,140.0,60.0
2025-04-12 04:15:00+02:00,0.0,361.0,172.0,3.0,154.0,0.0,0.0,1.0,20.0,61.0,0.0,0.0,4.0,30.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,148.0,57.0
2025-04-12 04:30:00+02:00,0.0,363.0,170.0,3.0,151.0,0.0,0.0,1.0,14.0,63.0,0.0,0.0,4.0,53.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,159.0,47.0
2025-04-12 04:45:00+02:00,0.0,309.0,181.0,3.0,161.0,0.0,0.0,1.0,5.0,59.0,0.0,0.0,4.0,55.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,160.0,33.0
2025-04-12 05:00:00+02:00,0.0,258.0,170.0,3.0,178.0,0.0,0.0,0.0,3.0,48.0,0.0,0.0,4.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,145.0,32.0
2025-04-12 05:15:00+02:00,0.0,287.0,159.0,3.0,198.0,0.0,0.0,1.0,6.0,38.0,0.0,0.0,4.0,49.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,30.0
2025-04-12 05:30:00+02:00,0.0,330.0,156.0,3.0,184.0,0.0,0.0,1.0,6.0,45.0,0.0,0.0,4.0,25.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,122.0,30.0
2025-04-12 05:45:00+02:00,0.0,352.0,162.0,3.0,138.0,0.0,0.0,1.0,4.0,48.0,0.0,0.0,4.0,22.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,115.0,30.0
2025-04-12 06:00:00+02:00,0.0,341.0,190.0,3.0,114.0,0.0,0.0,1.0,2.0,30.0,0.0,0.0,4.0,28.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,93.0,30.0
2025-04-12 06:15:00+02:00,0.0,339.0,200.0,3.0,109.0,0.0,0.0,1.0,2.0,21.0,0.0,0.0,4.0,29.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,73.0,28.0
2025-04-12 06:30:00+02:00,0.0,338.0,213.0,3.0,108.0,0.0,0.0,0.0,2.0,17.0,0.0,0.0,4.0,24.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,33.0
2025-04-12 06:45:00+02:00,0.0,301.0,213.0,3.0,118.0,0.0,0.0,1.0,2.0,17.0,0.0,0.0,4.0,25.0,52.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,49.0,29.0
2025-04-12 07:00:00+02:00,0.0,266.0,213.0,3.0,132.0,0.0,0.0,1.0,1.0,21.0,0.0,0.0,4.0,26.0,54.0,0.0,0.0,3.0,0.0,4.0,0.0,1.0,42.0,21.0
2025-04-12 07:15:00+02:00,0.0,237.0,213.0,3.0,164.0,0.0,0.0,1.0,2.0,16.0,0.0,0.0,4.0,30.0,48.0,0.0,0.0,4.0,1.0,5.0,0.0,1.0,37.0,22.0
2025-04-12 07:30:00+02:00,0.0,220.0,215.0,3.0,160.0,0.0,0.0,1.0,2.0,9.0,0.0,0.0,4.0,33.0,46.0,0.0,0.0,4.0,2.0,10.0,0.0,1.0,37.0,24.0
2025-04-12 07:45:00+02:00,0.0,211.0,223.0,3.0,135.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,4.0,32.0,43.0,0.0,0.0,5.0,4.0,18.0,0.0,1.0,37.0,23.0
2025-04-12 08:00:00+02:00,0.0,226.0,217.0,3.0,125.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,4.0,33.0,40.0,0.0,0.0,6.0,5.0,30.0,0.0,1.0,36.0,25.0
2025-04-12 08:15:00+02:00,0.0,247.0,215.0,2.0,117.0,0.0,0.0,4.0,4.0,3.0,0.0,0.0,4.0,36.0,31.0,0.0,0.0,6.0,6.0,28.0,0.0,1.0,34.0,32.0
2025-04-12 08:30:00+02:00,0.0,250.0,207.0,3.0,122.0,0.0,0.0,7.0,5.0,3.0,0.0,0.0,4.0,29.0,28.0,0.0,0.0,7.0,8.0,45.0,0.0,1.0,33.0,30.0
2025-04-12 08:45:00+02:00,0.0,237.0,186.0,3.0,133.0,0.0,0.0,5.0,6.0,3.0,0.0,0.0,4.0,22.0,31.0,0.0,0.0,9.0,11.0,55.0,0.0,1.0,40.0,26.0
2025-04-12 09:00:00+02:00,0.0,228.0,153.0,3.0,143.0,0.0,0.0,2.0,8.0,3.0,0.0,0.0,4.0,18.0,33.0,0.0,0.0,11.0,16.0,53.0,0.0,1.0,41.0,21.0
2025-04-12 09:15:00+02:00,0.0,214.0,142.0,3.0,128.0,0.0,0.0,3.0,6.0,7.0,0.0,0.0,4.0,21.0,38.0,0.0,0.0,12.0,15.0,70.0,0.0,1.0,41.0,18.0
2025-04-12 09:30:00+02:00,0.0,243.0,123.0,3.0,97.0,0.0,0.0,4.0,5.0,4.0,0.0,0.0,4.0,18.0,50.0,0.0,0.0,13.0,20.0,69.0,0.0,1.0,35.0,7.0
2025-04-12 09:45:00+02:00,0.0,272.0,104.0,3.0,70.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,4.0,21.0,48.0,0.0,0.0,15.0,22.0,55.0,0.0,1.0,27.0,1.0
2025-04-12 10:00:00+02:00,0.0,270.0,96.0,3.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,4.0,23.0,37.0,0.0,0.0,17.0,24.0,54.0,0.0,1.0,24.0,2.0
2025-04-12 10:15:00+02:00,0.0,301.0,72.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,4.0,29.0,35.0,0.0,0.0,20.0,25.0,63.0,0.0,1.0,20.0,1.0
2025-04-12 10:30:00+02:00,0.0,297.0,63.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,25.0,33.0,0.0,0.0,21.0,27.0,74.0,0.0,1.0,20.0,2.0
2025-04-12 10:45:00+02:00,0.0,280.0,50.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,18.0,31.0,0.0,0.0,22.0,30.0,92.0,0.0,1.0,10.0,1.0
2025-04-12 11:00:00+02:00,0.0,25.0,51.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,4.0,17.0,1.0,0.0,0.0,22.0,2.0,99.0,0.0,1.0,0.0,1.0
2025-04-12 11:15:00+02:00,0.0,3.0,51.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,4.0,20.0,0.0,0.0,0.0,26.0,0.0,28.0,0.0,1.0,0.0,3.0
2025-04-12 11:30:00+02:00,0.0,3.0,52.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,4.0,21.0,0.0,0.0,0.0,32.0,0.0,36.0,0.0,1.0,0.0,2.0
2025-04-12 11:45:00+02:00,0.0,1.0,51.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,4.0,18.0,0.0,0.0,0.0,46.0,0.0,20.0,0.0,1.0,0.0,3.0
2025-04-12 12:00:00+02:00,0.0,187.0,51.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,56.0,0.0,1.0,0.0,3.0
2025-04-12 12:15:00+02:00,0.0,171.0,55.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
2025-04-12 12:30:00+02:00,0.0,179.0,65.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
2025-04-12 12:45:00+02:00,0.0,176.0,67.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
2025-04-12 13:00:00+02:00,0.0,14.0,67.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2025-04-12 13:15:00+02:00,0.0,2.0,67.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2025-04-12 13:30:00+02:00,0.0,2.0,67.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
2025-04-12 13:45:00+02:00,0.0,2.0,68.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2025-04-12 14:00:00+02:00,0.0,2.0,66.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2025-04-12 14:15:00+02:00,0.0,1.0,51.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
