,Amagervaerket 4,Anholt,Avedoerevaerket 1,Avedoerevaerket 2,DK_KF_AB_GU,Esbjergvaerket 3,Fynsvaerket 7,Horns Rev A,Horns Rev B,Horns Rev C,Kyndbyvaerket 21,Kyndbyvaerket 22,Nordjyllandsvaerket 3,Roedsand 1,Roedsand 2,Silkeborgvaerket,Skaerbaekvaerket 3,Solar Park Gedmosen,Solar Park Holsted,Solar Park Kassoe,Studstrupvaerket 3,Studstrupvaerket 4,Vesterhav Nord,Vesterhav Syd
,Biomass,Wind Offshore,Biomass,Biomass,Wind Offshore,Fossil Hard coal,Fossil Hard coal,Wind Offshore,Wind Offshore,Wind Offshore,Fossil Oil,Fossil Oil,Fossil Hard coal,Wind Offshore,Wind Offshore,Fossil Gas,Biomass,Solar,Solar,Solar,Biomass,Fossil Hard coal,Wind Offshore,Wind Offshore
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
,45W000000000113T,45W000000000046I,45W000000000029I,45W000000000030X,45W000000000126K,45W000000000040U,45W000000000035N,45W000000000047G,45W000000000048E,45W000000000116N,45W000000000026O,45W000000000027M,45W000000000038H,45W000000000044M,45W000000000045K,45W000000000099Y,45W000000000031V,45W000000000210V,45W000000000214N,45W000000000209G,45W000000000036L,45W000000000037J,45W000000000208I,45W000000000207K
2025-01-05 20:00:00+01:00,154.0,395.0,211.0,285.0,593.0,1.0,54.0,149.0,187.0,305.0,1.0,0.0,3.0,156.0,174.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,175.0,159.0
2025-01-05 21:00:00+01:00,153.0,394.0,208.0,286.0,593.0,1.0,54.0,149.0,187.0,305.0,1.0,0.0,3.0,156.0,174.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,175.0,159.0
2025-01-05 22:00:00+01:00,153.0,400.0,208.0,284.0,593.0,1.0,55.0,149.0,154.0,305.0,1.0,0.0,3.0,156.0,174.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,176.0,159.0
2025-01-05 23:00:00+01:00,152.0,386.0,204.0,285.0,593.0,1.0,55.0,149.0,170.0,305.0,1.0,0.0,3.0,154.0,175.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,176.0,159.0
2025-01-06 00:00:00+01:00,113.0,374.0,197.0,273.0,592.0,1.0,55.0,149.0,156.0,305.0,1.0,0.0,3.0,101.0,173.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,176.0,159.0
2025-01-06 01:00:00+01:00,94.0,382.0,182.0,243.0,592.0,1.0,54.0,149.0,185.0,305.0,1.0,0.0,3.0,97.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,159.0
2025-01-06 02:00:00+01:00,24.0,381.0,185.0,173.0,592.0,1.0,55.0,148.0,186.0,305.0,1.0,0.0,3.0,97.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,159.0
2025-01-06 03:00:00+01:00,19.0,381.0,187.0,95.0,592.0,1.0,55.0,145.0,184.0,305.0,1.0,0.0,3.0,77.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,159.0
2025-01-06 04:00:00+01:00,19.0,357.0,192.0,85.0,581.0,1.0,55.0,109.0,152.0,302.0,1.0,0.0,3.0,55.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,159.0
2025-01-06 05:00:00+01:00,19.0,352.0,202.0,100.0,520.0,1.0,55.0,149.0,167.0,282.0,1.0,0.0,3.0,113.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,159.0
2025-01-06 06:00:00+01:00,32.0,371.0,207.0,213.0,379.0,1.0,55.0,149.0,180.0,304.0,1.0,0.0,3.0,152.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,159.0
2025-01-06 07:00:00+01:00,77.0,382.0,205.0,228.0,233.0,1.0,55.0,149.0,185.0,305.0,1.0,0.0,3.0,154.0,170.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,176.0,139.0
2025-01-06 08:00:00+01:00,95.0,382.0,208.0,283.0,164.0,1.0,54.0,149.0,184.0,305.0,1.0,0.0,3.0,152.0,170.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,176.0,159.0
2025-01-06 09:00:00+01:00,121.0,380.0,208.0,286.0,352.0,1.0,59.0,149.0,169.0,305.0,1.0,0.0,3.0,149.0,172.0,0.0,0.0,0.0,0.0,1.0,171.0,0.0,155.0,159.0
2025-01-06 10:00:00+01:00,136.0,385.0,208.0,286.0,587.0,1.0,57.0,148.0,185.0,305.0,1.0,0.0,3.0,151.0,170.0,0.0,0.0,4.0,0.0,3.0,161.0,0.0,139.0,159.0
2025-01-06 11:00:00+01:00,135.0,397.0,208.0,286.0,592.0,1.0,56.0,149.0,185.0,305.0,1.0,0.0,3.0,150.0,168.0,0.0,0.0,5.0,0.0,11.0,130.0,0.0,176.0,159.0
2025-01-06 12:00:00+01:00,134.0,397.0,209.0,267.0,592.0,1.0,57.0,148.0,184.0,305.0,1.0,0.0,3.0,149.0,168.0,0.0,0.0,6.0,0.0,9.0,146.0,0.0,176.0,159.0
2025-01-06 13:00:00+01:00,143.0,393.0,206.0,240.0,589.0,1.0,56.0,148.0,183.0,305.0,1.0,0.0,3.0,144.0,170.0,0.0,0.0,4.0,0.0,11.0,191.0,0.0,176.0,159.0
2025-01-06 14:00:00+01:00,145.0,397.0,205.0,249.0,592.0,1.0,57.0,149.0,183.0,305.0,1.0,0.0,3.0,149.0,170.0,0.0,0.0,4.0,0.0,1.0,190.0,0.0,176.0,159.0
2025-01-06 15:00:00+01:00,151.0,400.0,207.0,255.0,593.0,1.0,56.0,148.0,185.0,305.0,1.0,0.0,3.0,148.0,170.0,0.0,0.0,2.0,0.0,0.0,211.0,0.0,176.0,159.0
2025-01-06 16:00:00+01:00,151.0,401.0,208.0,282.0,592.0,1.0,58.0,149.0,168.0,307.0,1.0,0.0,3.0,141.0,170.0,0.0,0.0,0.0,0.0,0.0,212.0,0.0,173.0,159.0
2025-01-06 17:00:00+01:00,151.0,400.0,206.0,283.0,592.0,1.0,81.0,149.0,181.0,311.0,1.0,0.0,3.0,145.0,170.0,0.0,0.0,0.0,0.0,0.0,271.0,0.0,176.0,159.0
2025-01-06 18:00:00+01:00,152.0,399.0,209.0,282.0,592.0,1.0,91.0,142.0,168.0,311.0,1.0,0.0,3.0,149.0,170.0,0.0,0.0,0.0,0.0,0.0,231.0,0.0,176.0,159.0
2025-01-06 19:00:00+01:00,151.0,396.0,208.0,254.0,592.0,1.0,85.0,86.0,162.0,302.0,1.0,0.0,3.0,139.0,170.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,175.0,159.0
2025-01-06 20:00:00+01:00,109.0,381.0,209.0,193.0,592.0,1.0,57.0,76.0,131.0,295.0,1.0,0.0,3.0,137.0,169.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,172.0,159.0
2025-01-06 21:00:00+01:00,102.0,370.0,209.0,134.0,592.0,1.0,57.0,53.0,149.0,293.0,1.0,0.0,3.0,132.0,170.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,175.0,159.0
2025-01-06 22:00:00+01:00,96.0,372.0,211.0,97.0,592.0,1.0,56.0,80.0,108.0,302.0,1.0,0.0,3.0,142.0,170.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,165.0,159.0
2025-01-06 23:00:00+01:00,62.0,374.0,208.0,75.0,592.0,1.0,56.0,16.0,108.0,273.0,1.0,0.0,3.0,146.0,170.0,0.0,0.0,0.0,0.0,0.0,141.0,0.0,139.0,124.0
2025-01-07 00:00:00+01:00,15.0,374.0,208.0,61.0,592.0,1.0,56.0,1.0,101.0,251.0,1.0,0.0,3.0,147.0,169.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,63.0,62.0
2025-01-07 01:00:00+01:00,15.0,371.0,169.0,58.0,592.0,1.0,57.0,1.0,79.0,241.0,1.0,0.0,3.0,143.0,168.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,19.0,52.0
2025-01-07 02:00:00+01:00,16.0,350.0,210.0,60.0,592.0,1.0,57.0,1.0,39.0,234.0,1.0,0.0,3.0,142.0,170.0,0.0,0.0,0.0,0.0,0.0,149.0,0.0,5.0,3.0
2025-01-07 03:00:00+01:00,16.0,337.0,208.0,59.0,592.0,1.0,57.0,1.0,37.0,214.0,1.0,0.0,3.0,142.0,170.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,3.0,4.0
2025-01-07 04:00:00+01:00,15.0,301.0,210.0,58.0,592.0,1.0,57.0,1.0,54.0,237.0,1.0,0.0,3.0,139.0,170.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,2.0,3.0
2025-01-07 05:00:00+01:00,41.0,277.0,206.0,68.0,592.0,1.0,57.0,1.0,64.0,230.0,1.0,0.0,3.0,138.0,169.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,3.0,3.0
2025-01-07 06:00:00+01:00,117.0,205.0,206.0,107.0,592.0,1.0,57.0,2.0,42.0,212.0,1.0,0.0,3.0,136.0,170.0,0.0,0.0,0.0,0.0,0.0,246.0,0.0,2.0,3.0
2025-01-07 07:00:00+01:00,147.0,256.0,206.0,167.0,592.0,1.0,57.0,117.0,153.0,277.0,1.0,0.0,3.0,127.0,171.0,0.0,0.0,0.0,0.0,0.0,268.0,0.0,2.0,3.0
2025-01-07 08:00:00+01:00,146.0,321.0,205.0,250.0,592.0,1.0,71.0,144.0,160.0,293.0,1.0,0.0,3.0,135.0,172.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,2.0,3.0
2025-01-07 09:00:00+01:00,146.0,282.0,207.0,195.0,592.0,1.0,137.0,105.0,160.0,300.0,1.0,0.0,3.0,146.0,172.0,0.0,0.0,1.0,0.0,2.0,262.0,0.0,3.0,1.0
2025-01-07 10:00:00+01:00,146.0,325.0,206.0,170.0,592.0,1.0,234.0,132.0,149.0,305.0,1.0,0.0,3.0,147.0,172.0,0.0,0.0,6.0,0.0,12.0,247.0,0.0,11.0,0.0
2025-01-07 11:00:00+01:00,126.0,358.0,206.0,172.0,592.0,1.0,241.0,142.0,165.0,305.0,1.0,0.0,3.0,150.0,172.0,0.0,0.0,13.0,0.0,11.0,269.0,0.0,16.0,0.0
2025-01-07 12:00:00+01:00,99.0,369.0,206.0,166.0,592.0,1.0,242.0,145.0,158.0,305.0,1.0,0.0,3.0,151.0,171.0,0.0,0.0,24.0,0.0,21.0,252.0,0.0,22.0,0.0
2025-01-07 13:00:00+01:00,99.0,365.0,206.0,169.0,592.0,1.0,242.0,145.0,169.0,305.0,1.0,0.0,3.0,151.0,170.0,0.0,0.0,28.0,0.0,25.0,263.0,0.0,8.0,0.0
2025-01-07 14:00:00+01:00,100.0,370.0,207.0,173.0,592.0,1.0,242.0,145.0,167.0,305.0,1.0,0.0,3.0,150.0,169.0,0.0,0.0,12.0,0.0,13.0,252.0,0.0,2.0,0.0
2025-01-07 15:00:00+01:00,105.0,372.0,206.0,186.0,592.0,1.0,237.0,145.0,166.0,307.0,1.0,0.0,3.0,152.0,171.0,0.0,0.0,5.0,0.0,2.0,268.0,0.0,10.0,0.0
2025-01-07 16:00:00+01:00,144.0,373.0,207.0,209.0,592.0,1.0,223.0,145.0,167.0,312.0,1.0,0.0,3.0,150.0,169.0,0.0,0.0,0.0,0.0,0.0,262.0,0.0,24.0,0.0
2025-01-07 17:00:00+01:00,146.0,371.0,207.0,216.0,592.0,1.0,104.0,147.0,165.0,320.0,1.0,0.0,3.0,150.0,171.0,0.0,0.0,0.0,0.0,0.0,227.0,0.0,84.0,0.0
2025-01-07 18:00:00+01:00,147.0,371.0,210.0,201.0,592.0,1.0,52.0,147.0,157.0,322.0,1.0,0.0,3.0,148.0,170.0,0.0,0.0,0.0,0.0,0.0,238.0,0.0,90.0,0.0
2025-01-07 19:00:00+01:00,144.0,371.0,209.0,192.0,592.0,1.0,53.0,147.0,154.0,322.0,1.0,0.0,3.0,152.0,171.0,0.0,0.0,0.0,0.0,0.0,215.0,0.0,132.0,0.0
2025-01-07 20:00:00+01:00,131.0,371.0,210.0,177.0,592.0,1.0,53.0,147.0,159.0,322.0,1.0,0.0,3.0,153.0,172.0,0.0,0.0,0.0,0.0,0.0,174.0,0.0,145.0,0.0
2025-01-07 21:00:00+01:00,84.0,370.0,208.0,134.0,592.0,1.0,53.0,147.0,165.0,322.0,1.0,0.0,3.0,153.0,171.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,162.0,0.0
2025-01-07 22:00:00+01:00,35.0,370.0,208.0,85.0,592.0,1.0,53.0,147.0,144.0,321.0,1.0,0.0,3.0,151.0,171.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,167.0,0.0
2025-01-07 23:00:00+01:00,32.0,370.0,207.0,110.0,592.0,1.0,57.0,147.0,126.0,322.0,1.0,0.0,3.0,150.0,171.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,166.0,0.0
2025-01-08 00:00:00+01:00,32.0,370.0,211.0,195.0,592.0,1.0,57.0,147.0,167.0,322.0,1.0,0.0,3.0,147.0,171.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,162.0,0.0
2025-01-08 01:00:00+01:00,32.0,371.0,207.0,217.0,592.0,1.0,57.0,147.0,160.0,322.0,1.0,0.0,3.0,152.0,172.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,167.0,0.0
2025-01-08 02:00:00+01:00,32.0,371.0,209.0,154.0,592.0,1.0,56.0,147.0,163.0,322.0,1.0,0.0,3.0,152.0,171.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,167.0,0.0
2025-01-08 03:00:00+01:00,32.0,372.0,203.0,95.0,592.0,1.0,56.0,147.0,167.0,322.0,1.0,0.0,3.0,152.0,172.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,167.0,0.0
2025-01-08 04:00:00+01:00,36.0,371.0,207.0,120.0,592.0,1.0,57.0,146.0,167.0,322.0,1.0,0.0,3.0,148.0,172.0,0.0,0.0,0.0,0.0,0.0,165.0,0.0,167.0,0.0
2025-01-08 05:00:00+01:00,62.0,377.0,208.0,187.0,592.0,1.0,57.0,145.0,167.0,322.0,1.0,0.0,3.0,147.0,172.0,0.0,0.0,0.0,0.0,0.0,239.0,0.0,167.0,0.0
2025-01-08 06:00:00+01:00,122.0,378.0,207.0,270.0,592.0,1.0,57.0,145.0,165.0,321.0,1.0,0.0,3.0,152.0,172.0,0.0,0.0,0.0,0.0,0.0,267.0,0.0,167.0,0.0
2025-01-08 07:00:00+01:00,146.0,386.0,210.0,287.0,592.0,1.0,55.0,145.0,165.0,322.0,1.0,0.0,3.0,152.0,172.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,167.0,0.0
2025-01-08 08:00:00+01:00,151.0,388.0,206.0,288.0,592.0,1.0,55.0,145.0,166.0,322.0,1.0,0.0,3.0,152.0,172.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,165.0,0.0
2025-01-08 09:00:00+01:00,152.0,388.0,208.0,287.0,592.0,1.0,61.0,145.0,167.0,322.0,1.0,0.0,3.0,152.0,172.0,0.0,0.0,3.0,0.0,6.0,269.0,0.0,162.0,0.0
2025-01-08 10:00:00+01:00,151.0,389.0,206.0,170.0,592.0,1.0,73.0,145.0,167.0,322.0,1.0,0.0,3.0,152.0,159.0,0.0,0.0,7.0,0.0,10.0,268.0,0.0,164.0,0.0
2025-01-08 11:00:00+01:00,145.0,389.0,196.0,7.0,592.0,1.0,76.0,145.0,167.0,322.0,1.0,0.0,3.0,153.0,159.0,0.0,0.0,19.0,0.0,21.0,269.0,0.0,166.0,5.0
2025-01-08 12:00:00+01:00,94.0,389.0,188.0,44.0,592.0,1.0,81.0,146.0,167.0,322.0,1.0,0.0,3.0,153.0,163.0,0.0,0.0,16.0,0.0,0.0,257.0,0.0,160.0,80.0
2025-01-08 13:00:00+01:00,92.0,385.0,190.0,137.0,592.0,1.0,78.0,144.0,167.0,322.0,1.0,0.0,3.0,152.0,163.0,0.0,0.0,16.0,0.0,0.0,250.0,0.0,167.0,80.0
2025-01-08 14:00:00+01:00,125.0,378.0,197.0,165.0,592.0,1.0,74.0,146.0,167.0,322.0,1.0,0.0,3.0,153.0,164.0,27.0,0.0,7.0,0.0,0.0,254.0,0.0,166.0,80.0
2025-01-08 15:00:00+01:00,151.0,360.0,204.0,172.0,592.0,1.0,98.0,147.0,166.0,321.0,1.0,0.0,3.0,153.0,165.0,90.0,0.0,5.0,0.0,0.0,248.0,0.0,166.0,80.0
2025-01-08 16:00:00+01:00,151.0,385.0,208.0,253.0,592.0,1.0,196.0,148.0,165.0,320.0,1.0,0.0,3.0,153.0,165.0,95.0,0.0,0.0,0.0,0.0,259.0,0.0,166.0,80.0
2025-01-08 17:00:00+01:00,151.0,388.0,207.0,288.0,592.0,1.0,221.0,121.0,152.0,308.0,1.0,0.0,3.0,153.0,165.0,95.0,0.0,0.0,0.0,0.0,298.0,0.0,163.0,80.0
2025-01-08 18:00:00+01:00,151.0,388.0,206.0,261.0,592.0,1.0,220.0,94.0,149.0,313.0,1.0,0.0,3.0,153.0,165.0,95.0,0.0,0.0,0.0,0.0,253.0,0.0,161.0,80.0
2025-01-08 19:00:00+01:00,151.0,384.0,206.0,241.0,592.0,1.0,220.0,96.0,151.0,290.0,1.0,0.0,3.0,153.0,165.0,95.0,0.0,0.0,0.0,0.0,250.0,0.0,159.0,84.0
2025-01-08 20:00:00+01:00,151.0,386.0,207.0,270.0,592.0,1.0,198.0,89.0,124.0,251.0,1.0,0.0,3.0,151.0,165.0,95.0,0.0,0.0,0.0,0.0,265.0,0.0,151.0,145.0
2025-01-08 21:00:00+01:00,150.0,370.0,207.0,277.0,592.0,1.0,121.0,63.0,126.0,240.0,1.0,0.0,3.0,144.0,160.0,96.0,0.0,0.0,0.0,0.0,271.0,0.0,124.0,118.0
2025-01-08 22:00:00+01:00,150.0,374.0,206.0,276.0,592.0,1.0,56.0,54.0,94.0,186.0,1.0,0.0,3.0,17.0,154.0,96.0,0.0,0.0,0.0,0.0,272.0,0.0,144.0,122.0
2025-01-08 23:00:00+01:00,150.0,360.0,207.0,276.0,592.0,1.0,59.0,42.0,70.0,121.0,1.0,0.0,3.0,1.0,143.0,96.0,0.0,0.0,0.0,0.0,270.0,0.0,89.0,73.0
2025-01-09 00:00:00+01:00,150.0,313.0,207.0,278.0,581.0,1.0,59.0,43.0,53.0,109.0,1.0,0.0,3.0,0.0,109.0,96.0,0.0,0.0,0.0,0.0,272.0,0.0,56.0,65.0
2025-01-09 01:00:00+01:00,150.0,332.0,208.0,277.0,546.0,1.0,58.0,17.0,52.0,95.0,1.0,0.0,3.0,0.0,83.0,96.0,0.0,0.0,0.0,0.0,272.0,0.0,62.0,60.0
2025-01-09 02:00:00+01:00,150.0,324.0,208.0,275.0,479.0,1.0,59.0,20.0,30.0,69.0,1.0,0.0,3.0,0.0,85.0,96.0,0.0,0.0,0.0,0.0,287.0,0.0,76.0,35.0
2025-01-09 03:00:00+01:00,150.0,255.0,207.0,275.0,379.0,1.0,58.0,9.0,50.0,70.0,1.0,0.0,3.0,0.0,51.0,96.0,0.0,0.0,0.0,0.0,273.0,0.0,55.0,42.0
2025-01-09 04:00:00+01:00,151.0,178.0,207.0,278.0,238.0,1.0,63.0,50.0,46.0,96.0,1.0,0.0,3.0,0.0,16.0,96.0,0.0,0.0,0.0,0.0,271.0,0.0,58.0,34.0
2025-01-09 05:00:00+01:00,151.0,151.0,207.0,282.0,120.0,1.0,103.0,2.0,6.0,53.0,1.0,0.0,3.0,0.0,13.0,96.0,0.0,0.0,0.0,0.0,271.0,0.0,35.0,20.0
2025-01-09 06:00:00+01:00,152.0,121.0,208.0,273.0,59.0,1.0,176.0,1.0,44.0,73.0,1.0,0.0,3.0,7.0,12.0,96.0,0.0,0.0,0.0,0.0,271.0,0.0,24.0,54.0
2025-01-09 07:00:00+01:00,152.0,83.0,207.0,287.0,48.0,1.0,220.0,8.0,22.0,30.0,1.0,0.0,3.0,6.0,8.0,96.0,0.0,0.0,0.0,0.0,270.0,0.0,8.0,21.0
2025-01-09 08:00:00+01:00,151.0,52.0,207.0,245.0,75.0,1.0,213.0,4.0,5.0,30.0,1.0,0.0,3.0,0.0,2.0,96.0,0.0,0.0,0.0,0.0,287.0,0.0,4.0,7.0
2025-01-09 09:00:00+01:00,151.0,50.0,207.0,241.0,73.0,1.0,234.0,4.0,15.0,42.0,1.0,0.0,3.0,3.0,5.0,96.0,0.0,6.0,0.0,0.0,287.0,0.0,6.0,19.0
2025-01-09 10:00:00+01:00,151.0,19.0,207.0,275.0,13.0,1.0,242.0,8.0,10.0,11.0,1.0,0.0,3.0,0.0,1.0,96.0,0.0,14.0,0.0,0.0,300.0,0.0,2.0,16.0
2025-01-09 11:00:00+01:00,151.0,13.0,208.0,276.0,27.0,1.0,235.0,3.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,96.0,0.0,30.0,0.0,0.0,269.0,0.0,1.0,7.0
2025-01-09 12:00:00+01:00,151.0,11.0,207.0,274.0,22.0,1.0,234.0,1.0,38.0,32.0,1.0,0.0,3.0,0.0,1.0,95.0,0.0,36.0,0.0,0.0,270.0,0.0,2.0,12.0
2025-01-09 13:00:00+01:00,151.0,14.0,207.0,275.0,17.0,1.0,256.0,1.0,20.0,37.0,1.0,0.0,3.0,0.0,1.0,95.0,0.0,36.0,0.0,0.0,266.0,0.0,2.0,2.0
2025-01-09 14:00:00+01:00,151.0,6.0,207.0,275.0,2.0,1.0,266.0,2.0,5.0,27.0,1.0,0.0,3.0,0.0,1.0,95.0,0.0,23.0,0.0,0.0,270.0,0.0,1.0,3.0
2025-01-09 15:00:00+01:00,133.0,10.0,207.0,275.0,1.0,1.0,266.0,8.0,6.0,19.0,1.0,0.0,3.0,0.0,1.0,95.0,0.0,5.0,0.0,0.0,269.0,0.0,2.0,4.0
2025-01-09 16:00:00+01:00,148.0,9.0,208.0,280.0,7.0,1.0,267.0,0.0,15.0,18.0,1.0,0.0,3.0,0.0,4.0,96.0,0.0,0.0,0.0,0.0,270.0,0.0,1.0,3.0
2025-01-09 17:00:00+01:00,132.0,6.0,207.0,281.0,1.0,1.0,235.0,7.0,20.0,5.0,1.0,0.0,3.0,0.0,5.0,96.0,0.0,0.0,0.0,0.0,270.0,0.0,2.0,5.0
2025-01-09 18:00:00+01:00,147.0,12.0,208.0,281.0,18.0,1.0,187.0,1.0,8.0,13.0,1.0,0.0,3.0,0.0,8.0,96.0,0.0,0.0,0.0,0.0,268.0,0.0,2.0,3.0
2025-01-09 19:00:00+01:00,152.0,24.0,207.0,278.0,34.0,1.0,187.0,1.0,4.0,13.0,1.0,0.0,3.0,1.0,12.0,96.0,0.0,0.0,0.0,0.0,266.0,0.0,2.0,2.0
2025-01-09 20:00:00+01:00,152.0,45.0,208.0,274.0,82.0,1.0,140.0,1.0,12.0,2.0,1.0,0.0,3.0,18.0,24.0,96.0,0.0,0.0,0.0,0.0,268.0,0.0,1.0,2.0
2025-01-09 21:00:00+01:00,151.0,37.0,214.0,272.0,116.0,1.0,86.0,13.0,30.0,28.0,1.0,0.0,3.0,17.0,26.0,96.0,0.0,0.0,0.0,0.0,268.0,0.0,2.0,2.0
2025-01-09 22:00:00+01:00,151.0,32.0,192.0,272.0,142.0,1.0,84.0,1.0,3.0,27.0,1.0,0.0,3.0,21.0,30.0,96.0,0.0,0.0,0.0,0.0,270.0,0.0,2.0,3.0
2025-01-09 23:00:00+01:00,151.0,24.0,219.0,273.0,157.0,1.0,78.0,1.0,6.0,2.0,1.0,0.0,3.0,20.0,20.0,96.0,0.0,0.0,0.0,0.0,272.0,0.0,2.0,5.0
2025-01-10 00:00:00+01:00,150.0,41.0,222.0,272.0,212.0,1.0,62.0,2.0,7.0,1.0,1.0,0.0,3.0,15.0,15.0,96.0,0.0,0.0,0.0,0.0,270.0,0.0,6.0,3.0
2025-01-10 01:00:00+01:00,151.0,41.0,188.0,253.0,199.0,1.0,61.0,1.0,23.0,6.0,1.0,0.0,3.0,9.0,14.0,20.0,0.0,0.0,0.0,0.0,270.0,0.0,5.0,2.0
2025-01-10 02:00:00+01:00,151.0,45.0,187.0,273.0,158.0,1.0,61.0,1.0,7.0,2.0,1.0,0.0,3.0,18.0,31.0,0.0,0.0,0.0,0.0,0.0,271.0,0.0,1.0,2.0
2025-01-10 03:00:00+01:00,150.0,33.0,222.0,276.0,225.0,1.0,61.0,0.0,3.0,2.0,1.0,0.0,3.0,26.0,56.0,0.0,0.0,0.0,0.0,0.0,268.0,0.0,1.0,4.0
2025-01-10 04:00:00+01:00,150.0,30.0,185.0,276.0,166.0,1.0,61.0,3.0,4.0,16.0,1.0,0.0,3.0,34.0,76.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,1.0,4.0
2025-01-10 05:00:00+01:00,151.0,57.0,205.0,275.0,248.0,1.0,65.0,8.0,16.0,34.0,1.0,0.0,3.0,15.0,57.0,1.0,0.0,0.0,0.0,0.0,270.0,0.0,15.0,4.0
2025-01-10 06:00:00+01:00,152.0,114.0,206.0,265.0,304.0,1.0,117.0,7.0,15.0,29.0,1.0,0.0,3.0,8.0,24.0,34.0,0.0,0.0,0.0,0.0,271.0,0.0,4.0,4.0
2025-01-10 07:00:00+01:00,152.0,183.0,205.0,234.0,204.0,1.0,226.0,18.0,23.0,31.0,1.0,0.0,3.0,0.0,1.0,64.0,0.0,0.0,0.0,0.0,270.0,0.0,34.0,20.0
2025-01-10 08:00:00+01:00,153.0,193.0,207.0,243.0,148.0,1.0,248.0,11.0,24.0,26.0,1.0,0.0,3.0,0.0,2.0,80.0,0.0,0.0,0.0,0.0,269.0,0.0,46.0,29.0
2025-01-10 09:00:00+01:00,152.0,152.0,207.0,243.0,144.0,1.0,263.0,12.0,19.0,33.0,1.0,0.0,3.0,7.0,12.0,80.0,0.0,6.0,0.0,0.0,266.0,0.0,50.0,26.0
2025-01-10 10:00:00+01:00,151.0,227.0,207.0,267.0,163.0,1.0,266.0,23.0,19.0,41.0,1.0,0.0,3.0,4.0,12.0,80.0,0.0,9.0,0.0,0.0,262.0,0.0,42.0,23.0
2025-01-10 11:00:00+01:00,151.0,281.0,207.0,280.0,220.0,1.0,195.0,31.0,26.0,87.0,1.0,0.0,3.0,4.0,17.0,80.0,0.0,17.0,0.0,0.0,264.0,0.0,45.0,42.0
2025-01-10 12:00:00+01:00,152.0,306.0,207.0,280.0,357.0,1.0,0.0,35.0,38.0,98.0,1.0,0.0,3.0,35.0,59.0,97.0,0.0,21.0,0.0,0.0,270.0,0.0,75.0,58.0
2025-01-10 13:00:00+01:00,152.0,333.0,207.0,277.0,403.0,1.0,0.0,44.0,44.0,100.0,1.0,0.0,3.0,39.0,55.0,97.0,0.0,40.0,0.0,0.0,260.0,0.0,95.0,70.0
2025-01-10 14:00:00+01:00,152.0,341.0,189.0,276.0,498.0,1.0,0.0,47.0,58.0,142.0,1.0,0.0,3.0,53.0,58.0,97.0,0.0,21.0,0.0,0.0,266.0,0.0,138.0,117.0
2025-01-10 15:00:00+01:00,152.0,376.0,192.0,277.0,569.0,1.0,0.0,69.0,80.0,205.0,1.0,0.0,3.0,44.0,64.0,97.0,0.0,9.0,0.0,0.0,266.0,0.0,153.0,130.0
